N,P,K,temperature,humidity,ph,rainfall,Area,Season,Production,label
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,3475,Kharif     ,9049,chickpea
49,69,82,18.31561493,15.36143547,7.26311855,81.78710463,1744,Kharif     ,774,chickpea
13,60,25,17.13692774,20.59541693,5.68597166,128.256862,1103,Kharif     ,15470,kidneybeans
25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,3167,Kharif     ,559,kidneybeans
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,1292,Kharif     ,214,kidneybeans
40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,6613,Kharif     ,16923,kidneybeans
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,39905,Kharif     ,117680,kidneybeans
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,21,Kharif     ,5,kidneybeans
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,5,Kharif     ,1,kidneybeans
26,57,18,19.32509638,23.3334788,5.581021521,104.7783947,1647,Kharif     ,1148,kidneybeans
17,57,17,18.4167001,23.42829938,5.689858133,132.9801054,30606,Kharif     ,24590,kidneybeans
27,57,22,21.81167649,23.20591245,5.794158504,130.0608093,135,Kharif     ,8,kidneybeans
28,57,24,19.72702528,18.28173015,5.748190463,143.7630894,35,Rabi       ,9,kidneybeans
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,317,Rabi       ,185,kidneybeans
28,57,17,19.62207826,18.67170854,5.809419584,144.1567454,71,Rabi       ,81,kidneybeans
25,57,22,21.63149148,21.17919701,5.887263027,134.3649948,33858,Rabi       ,22685,kidneybeans
12,57,23,16.06522754,18.72479695,5.99812453,88.06638775,23048,Rabi       ,23832,kidneybeans
6,57,25,20.61162204,24.36314135,5.792744849,69.63833855,377,Rabi       ,80,kidneybeans
22,57,17,21.42451099,20.39659714,5.912289889,116.5206923,15242,Rabi       ,16980,kidneybeans
27,57,15,19.07096165,21.21092266,5.788386951,86.21917578,96,Rabi       ,67,kidneybeans
10,57,23,21.18853178,19.63438599,5.728233081,137.1948633,8,Rabi       ,2,kidneybeans
23,57,20,23.0429097,22.42610972,5.833940084,108.3684316,399,Rabi       ,2148,kidneybeans
19,57,16,20.65375833,23.10538637,5.967533236,67.71768947,482,Rabi       ,11514,kidneybeans
19,57,25,18.09551014,18.29318436,5.625096446,144.7902323,909,Rabi       ,1312,kidneybeans
22,57,19,18.23775702,21.07643273,5.515615023,69.44951585,22099,Rabi       ,57236,kidneybeans
37,57,22,17.48189735,18.8251973,5.954665349,121.9401369,703,Rabi       ,129,kidneybeans
11,57,17,19.9191786,21.47324158,5.74644777,82.68554379,96,Rabi       ,67,kidneybeans
18,57,20,20.27514686,23.2353604,5.877347515,139.7521543,363,Rabi       ,292,kidneybeans
21,57,17,15.77370214,19.2303162,5.979973965,108.3441414,520,Rabi       ,297,kidneybeans
24,57,22,16.71170642,19.17651433,5.635993966,96.77285817,252,Whole Year ,696,kidneybeans
34,57,22,17.66148158,18.15302753,5.635231778,100.6711761,769,Whole Year ,11693,kidneybeans
16,57,21,18.50692825,23.61670065,5.679224346,87.0513289,908,Whole Year ,3896970,kidneybeans
17,57,23,24.51324787,20.81527638,5.670062975,64.19497947,8953,Whole Year ,2266,kidneybeans
37,57,18,18.87614998,24.54038287,5.724242065,105.4120514,4,Whole Year ,34,kidneybeans
40,57,20,21.59343016,20.31871249,5.811314232,61.13872036,284,Whole Year ,25395,kidneybeans
9,57,17,20.12373284,24.45202552,5.783425416,106.158201,28,Whole Year ,379,kidneybeans
1,57,23,15.43546065,18.37477907,5.607808432,139.0302034,89,Whole Year ,114,kidneybeans
33,57,22,22.64236876,21.59396123,5.946999529,122.3886015,39,Whole Year ,272,kidneybeans
23,57,19,21.98560799,24.87304788,5.852046999,129.5650601,27942,Kharif     ,7628,kidneybeans
6,57,22,20.53052663,18.09224048,5.824090984,120.4509288,1595,Kharif     ,526,kidneybeans
25,57,20,15.78601387,21.14544088,5.502999119,95.17028129,3191,Kharif     ,900,kidneybeans
7,57,23,19.6365349,19.68751084,5.821649914,96.65888933,8552,Kharif     ,9055,kidneybeans
8,57,17,20.57341244,19.7520218,5.711439256,87.87869161,3765,Kharif     ,7127,kidneybeans
27,57,15,20.16080524,24.84207559,5.514927264,138.2362122,16,Kharif     ,17,kidneybeans
28,57,23,21.53989176,24.25386207,5.99616119,120.6913038,758700,Kharif     ,333828,kidneybeans
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,649,Kharif     ,60,kidneybeans
27,57,22,19.91853092,20.70099804,5.833010958,108.6434544,3900,Kharif     ,6720,kidneybeans
17,57,24,20.76952209,18.93146941,5.568456899,109.0193712,1434,Kharif     ,627,kidneybeans
0,57,15,23.46168338,23.22197648,5.645435626,95.84253438,2667,Kharif     ,7129,kidneybeans
13,57,21,24.32116642,21.0278674,5.821194486,60.27552528,1511,Kharif     ,730,kidneybeans
34,57,23,20.12574053,24.96969858,5.659254981,100.0497183,1165,Kharif     ,19232,kidneybeans
9,57,19,21.80619564,18.57086554,5.945465949,125.0972687,2496,Kharif     ,324,kidneybeans
11,57,20,19.52226241,24.92607153,5.951177452,113.334026,5124,Kharif     ,12405,kidneybeans
3,57,24,17.00067625,19.90790546,5.520880014,103.2926407,32878,Kharif     ,95609,kidneybeans
35,57,23,16.78791503,24.96881755,5.578410206,75.45328039,1434,Kharif     ,627,kidneybeans
3,57,25,24.84906168,22.89464642,5.608165195,62.21292186,51610,Kharif     ,33580,kidneybeans
23,57,19,16.51783455,20.4555596,5.609435128,98.77794225,487,Kharif     ,176,kidneybeans
22,57,17,18.15300153,19.38602098,5.509295379,107.6907964,5,Rabi       ,1,kidneybeans
31,57,25,23.18864385,22.3104551,5.902033406,63.38208822,27,Rabi       ,9,kidneybeans
34,57,18,23.38002569,21.98879437,5.744117663,87.66898664,108,Rabi       ,168,kidneybeans
12,57,17,18.358923,19.37703396,5.717143397,138.414764,47894,Rabi       ,50145,kidneybeans
27,57,20,19.25975367,20.51346956,5.542690119,94.9533526,18773,Rabi       ,29192,kidneybeans
7,57,24,22.95458237,24.03553105,5.858617867,107.7315386,417,Rabi       ,226,kidneybeans
24,57,22,20.120043,22.89845607,5.618844277,104.6252153,15170,Rabi       ,17446,kidneybeans
11,57,24,21.14011423,22.7182355,5.606620346,141.6056722,5,Rabi       ,1,kidneybeans
37,57,15,24.92360104,18.22590825,5.582178402,62.7089169,447,Rabi       ,2893,kidneybeans
25,57,24,15.33042636,24.91506728,5.56503533,135.3315583,40,Rabi       ,12,kidneybeans
34,57,17,18.81097271,21.27833035,5.889614577,125.084915,380,Rabi       ,8465,kidneybeans
20,57,15,23.44260668,22.77255917,5.934136378,107.4137246,1,Rabi       ,1,kidneybeans
37,57,16,22.8352024,18.97267518,5.683548308,63.59276673,544,Rabi       ,725,kidneybeans
18,57,15,24.9035819,22.27512704,5.70836603,146.4727237,38119,Rabi       ,108906,kidneybeans
4,57,25,23.78709569,24.35679348,5.948164454,119.6404412,3768,Rabi       ,528,kidneybeans
37,57,25,22.05592283,19.60379304,5.774755144,126.7265372,2,Rabi       ,1,kidneybeans
5,57,15,18.87492997,20.18238348,5.97229163,134.1811718,127,Rabi       ,86,kidneybeans
11,57,21,18.62328774,23.02410338,5.532100554,135.3378033,307,Rabi       ,213,kidneybeans
22,57,20,23.00884744,18.86880997,5.669560726,100.118612,257,Whole Year ,430,kidneybeans
12,57,19,19.33162606,24.13995025,5.655726817,68.51253427,1582,Whole Year ,462,kidneybeans
5,57,21,16.24469193,21.35793891,5.591704014,66.97053257,851,Whole Year ,3053700,kidneybeans
27,57,22,17.91652287,24.90814655,5.932323085,69.14681022,4741,Whole Year ,1119,kidneybeans
31,57,18,15.46789263,21.43780702,5.824208309,88.88796102,490,Whole Year ,42470,kidneybeans
36,57,20,17.06104474,23.77201471,5.86442953,81.83420522,31,Whole Year ,411,kidneybeans
5,57,16,21.32776028,18.48522915,5.866744372,109.1013261,111,Whole Year ,111,kidneybeans
32,57,15,23.90910104,20.74619325,5.706198621,81.60211243,8,Whole Year ,40,kidneybeans
11,57,22,23.89756791,22.74378977,5.940546818,112.6616435,33454,Kharif     ,6557,kidneybeans
0,57,22,22.98666928,20.57940608,5.916779289,143.8584938,1925,Kharif     ,581,kidneybeans
14,57,15,21.35135729,22.91244883,5.779090476,146.4548645,2050,Kharif     ,416,kidneybeans
29,57,23,24.1638445,19.27907819,5.82738029,116.7324324,7638,Kharif     ,7144,kidneybeans
32,57,19,24.62835037,18.18325169,5.514234138,149.7441028,2737,Kharif     ,6128,kidneybeans
17,57,17,21.02213209,24.93896255,5.662699104,124.6118471,732262,Kharif     ,259953,kidneybeans
13,57,19,17.30844532,20.01730914,5.86390397,115.199245,947,Kharif     ,140,kidneybeans
14,57,22,23.82576704,24.75485098,5.624690248,84.64143632,2906,Kharif     ,4545,kidneybeans
9,57,20,19.30607278,23.96362799,5.591560999,129.3449326,1000,Kharif     ,100,kidneybeans
20,57,22,16.03768615,22.33195853,5.976312538,130.3900798,3541,Kharif     ,3431,kidneybeans
40,57,20,19.18572809,20.83398341,5.669236258,80.15293435,1150,Kharif     ,174,kidneybeans
27,57,23,19.92889503,21.79992115,5.961934481,64.02640797,776,Kharif     ,8432,kidneybeans
14,57,15,19.56376468,24.67385131,5.690065688,139.2921004,490,Kharif     ,47,kidneybeans
7,57,18,18.31357543,24.32991649,5.698371311,76.14153904,5157,Kharif     ,12140,kidneybeans
27,57,18,20.10993761,23.22323766,5.59503163,73.36386477,29066,Kharif     ,66329,kidneybeans
30,57,16,23.60506572,21.90539577,5.525904526,100.5978728,919,Kharif     ,180,kidneybeans
37,57,25,19.73136909,24.89487354,5.819403771,84.06354115,51,Kharif     ,0,kidneybeans
27,57,19,20.93409877,21.1893007,5.562201934,133.1914419,60319,Kharif     ,22149,kidneybeans
22,57,24,18.78226261,20.24768314,5.630664753,104.2570723,32,Kharif     ,2,kidneybeans
3,57,24,36.51268371,57.92887167,6.03160778,122.6539694,129,Rabi       ,39,pigeonpeas
40,57,23,36.89163721,62.73178224,5.269084669,163.7266551,83,Rabi       ,161,pigeonpeas
33,57,23,29.23540524,59.38967583,5.985792703,103.3301803,54264,Rabi       ,20186,pigeonpeas
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,17529,Rabi       ,18651,pigeonpeas
10,57,18,21.0643684,55.46985938,5.624731338,184.6226709,1859,Rabi       ,688,pigeonpeas
30,57,25,30.33276599,42.35249879,6.446091759,149.299952,12676,Rabi       ,11497,pigeonpeas
40,57,20,31.80130272,45.03186173,5.623490043,147.0361442,8,Rabi       ,2,pigeonpeas
38,57,19,33.18184225,38.23184742,5.864623352,198.8298806,1288,Rabi       ,8933,pigeonpeas
35,57,20,29.38538562,63.47742011,5.761702519,90.05422663,4,Rabi       ,1,pigeonpeas
38,57,21,30.27374995,67.38680755,4.696518678,127.7767134,401,Rabi       ,7192,pigeonpeas
33,57,24,35.45790488,68.75810535,5.269504214,108.6333046,417,Rabi       ,517,pigeonpeas
16,57,17,33.80020039,40.03262418,7.445444883,176.6165894,10960,Rabi       ,20462,pigeonpeas
31,57,17,28.69180475,49.47225353,5.833031708,96.36222901,2594,Rabi       ,340,pigeonpeas
16,57,20,31.24021696,56.67369054,7.339320929,122.0146733,10,Rabi       ,2,pigeonpeas
27,57,17,28.98039357,57.23265151,6.347929353,120.7435664,408,Rabi       ,236,pigeonpeas
40,57,19,27.32198928,34.13737127,4.697750704,96.51524028,362,Rabi       ,333,pigeonpeas
18,57,16,21.47607807,38.80023714,4.962661422,180.382234,263,Whole Year ,379,pigeonpeas
3,57,16,18.31910448,34.69776639,4.964887857,107.4721605,19,Whole Year ,1006,pigeonpeas
26,57,24,36.97794384,37.73992903,5.642813116,161.4812963,1,Whole Year ,5,pigeonpeas
16,57,20,24.80467592,40.1242747,5.6093956,121.5639121,126,Whole Year ,938,pigeonpeas
24,57,19,19.3479443,55.96805489,4.681576043,194.5921148,1026,Whole Year ,10162,pigeonpeas
9,57,25,28.88302142,50.12323801,5.70951224,179.2155874,788,Whole Year ,4000,pigeonpeas
16,57,19,19.54314136,47.19188279,6.413543781,192.4372194,869,Whole Year ,3691149,pigeonpeas
28,57,21,24.7741949,50.54621094,6.007508163,114.2821387,3914,Whole Year ,481,pigeonpeas
16,57,24,18.33124824,38.40975482,4.946369874,139.6483317,18,Whole Year ,0,pigeonpeas
24,57,21,19.14729038,45.3733757,5.517208078,132.7748215,111,Whole Year ,2075,pigeonpeas
38,57,21,28.23416057,49.4421345,5.902103172,186.5008581,3968,Whole Year ,26176,pigeonpeas
9,57,21,30.11812084,34.13307843,5.719889876,157.0858232,13767,Whole Year ,112541,pigeonpeas
34,57,17,33.4126864,35.42910045,4.548202098,139.6702541,132,Whole Year ,0,pigeonpeas
1,57,19,24.18553163,46.68746847,6.669529416,177.3377996,2418,Whole Year ,1552,pigeonpeas
6,57,19,26.88630675,41.69617915,4.750929218,94.46748008,1767,Whole Year ,0,pigeonpeas
26,57,21,31.33170829,57.97429171,4.946263888,161.7820226,1544,Whole Year ,201409,pigeonpeas
27,57,18,33.30711818,67.07780816,5.266227032,108.5090168,1207,Whole Year ,62789,pigeonpeas
27,57,23,23.45379018,46.48714759,7.10959773,150.8712202,2,Whole Year ,17,pigeonpeas
36,57,21,34.53823889,39.04468913,5.617008201,168.5948318,329,Whole Year ,22481,pigeonpeas
17,57,18,19.50112224,34.51086611,5.632353113,197.3752649,50,Whole Year ,540,pigeonpeas
26,57,22,28.76794904,37.57792132,4.674941549,91.72084869,51,Whole Year ,90,pigeonpeas
17,57,16,30.97758716,32.24914235,7.161797643,180.716828,3356,Whole Year ,16627,pigeonpeas
14,57,19,18.39759147,36.82639309,6.624966131,93.12330644,41178,Kharif     ,6959,pigeonpeas
39,57,15,35.09357419,30.98685456,5.004074624,116.9106908,2280,Kharif     ,378,pigeonpeas
6,57,15,34.93174223,30.40046769,6.345806011,159.2649827,1927,Kharif     ,805,pigeonpeas
8,57,18,29.50523036,35.72032498,6.216814453,187.8961851,4212,Kharif     ,4262,pigeonpeas
2,57,18,34.51934775,47.52980027,5.921666758,129.0064612,2920,Kharif     ,10702,pigeonpeas
1,57,17,28.43430726,52.10010827,6.012719118,147.0414824,670935,Kharif     ,187862,pigeonpeas
16,57,19,18.41645629,34.80541039,4.684079249,163.2747473,492,Kharif     ,54,pigeonpeas
23,57,25,31.07508973,47.19847683,7.077170002,91.31256412,12487,Kharif     ,30830,pigeonpeas
32,57,20,20.89342749,46.24856523,6.208843215,195.5697875,1245,Kharif     ,229,pigeonpeas
28,57,22,30.90607799,52.79913039,7.05181629,170.9919828,6246,Kharif     ,10718,pigeonpeas
5,57,23,27.9348279,66.45457122,4.722222454,145.3728801,1216,Kharif     ,662,pigeonpeas
36,57,25,35.95176642,36.52780776,6.418062652,136.0456753,846,Kharif     ,13250,pigeonpeas
1,57,23,19.54317155,56.92831399,4.803564468,173.1686574,340,Kharif     ,15,pigeonpeas
24,57,20,19.63736208,32.31528909,4.608695247,176.4134092,3353,Kharif     ,3547,pigeonpeas
17,57,18,31.2192752,56.46868874,5.611510977,129.2028653,17515,Kharif     ,44891,pigeonpeas
5,57,18,33.50876355,45.70976142,7.322097972,126.6738117,245,Kharif     ,83,pigeonpeas
5,57,24,24.80710166,45.01110015,5.023115055,188.4928637,1420,Kharif     ,299,pigeonpeas
37,57,17,36.20970524,31.94550613,5.617122801,191.0658531,16,Kharif     ,18,pigeonpeas
13,57,20,30.50420876,35.48885969,5.391560418,162.5927723,74525,Kharif     ,29572,pigeonpeas
6,57,23,26.01630259,49.94704718,5.906596905,160.3337447,82,Kharif     ,51,pigeonpeas
16,57,22,31.48469278,35.6395615,6.574209678,100.546816,113,Rabi       ,19,pigeonpeas
25,57,20,33.15122581,32.45974539,4.807776749,105.0380275,91,Rabi       ,190,pigeonpeas
34,57,24,23.50222822,51.29019509,4.760038039,192.3023991,51461,Rabi       ,15438,pigeonpeas
20,57,23,34.87248659,38.83786012,5.180271502,148.2502786,15060,Rabi       ,19819,pigeonpeas
35,57,25,28.09269012,44.93322042,4.895927306,197.1144011,1560,Rabi       ,844,pigeonpeas
14,57,24,24.54757829,57.3414485,6.436160044,118.3606557,21391,Rabi       ,19444,pigeonpeas
36,57,21,33.64769646,48.41490082,7.066087261,100.4673278,7,Rabi       ,2,pigeonpeas
7,57,18,20.5591255,60.54880693,6.655918078,191.0895109,1212,Rabi       ,6787,pigeonpeas
29,57,25,19.95991719,59.33157782,5.982854523,195.787103,22,Rabi       ,7,pigeonpeas
30,57,21,28.87667593,62.4901206,5.457871273,182.2688175,535,Rabi       ,11180,pigeonpeas
20,57,16,36.04353699,43.61444121,4.759490199,159.8938645,17,Rabi       ,3,pigeonpeas
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,614,Rabi       ,986,pigeonpeas
3,57,19,25.74679443,40.7192594,4.820788186,100.7791633,10826,Rabi       ,25463,pigeonpeas
5,57,19,31.08564994,66.68832981,6.242052013,175.9303271,307,Rabi       ,11,pigeonpeas
5,57,20,18.72987676,61.33186249,5.001038726,139.8710041,70,Rabi       ,13,pigeonpeas
37,57,21,29.50304807,63.46513414,5.560224583,189.5208915,414,Rabi       ,123,pigeonpeas
9,57,24,20.43517772,39.37252634,4.747352458,137.2279662,266,Whole Year ,189,pigeonpeas
20,57,15,36.00415838,56.01334416,7.313517308,134.8596466,36,Whole Year ,1302,pigeonpeas
31,57,23,31.46846241,35.39454002,5.661826398,174.5723999,101,Whole Year ,873,pigeonpeas
0,57,21,36.30049702,56.03021253,4.672437054,101.6073988,1129,Whole Year ,19414,pigeonpeas
21,57,15,29.49096726,67.10604388,6.471862118,153.2504506,706,Whole Year ,11959,pigeonpeas
13,57,18,30.5753044,34.75591197,5.384762927,177.5764304,839,Whole Year ,3285828,pigeonpeas
27,57,20,24.69487673,59.96669215,5.859813416,91.95792434,5646,Whole Year ,610,pigeonpeas
29,57,24,23.17409556,36.67847052,6.962386495,162.5931264,51,Whole Year ,0,pigeonpeas
5,57,20,19.04380471,33.10695144,6.12166671,155.3705624,118,Whole Year ,2048,pigeonpeas
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,3935,Whole Year ,58337,pigeonpeas
22,57,16,34.6455408,54.32342534,4.828936119,180.9009998,13441,Whole Year ,224640,pigeonpeas
18,57,23,21.9989826,56.31006755,6.98571967,136.8274312,3241,Whole Year ,3586,pigeonpeas
39,57,21,22.99774444,60.24218572,4.603563116,159.689339,1783,Whole Year ,0,pigeonpeas
13,57,20,30.55992394,35.29006485,6.979540061,178.8998611,1381,Whole Year ,60038,pigeonpeas
27,57,24,31.46417866,48.17631461,7.064973419,165.405354,1466,Whole Year ,83767,pigeonpeas
26,57,22,25.95058595,40.58227261,5.16516459,109.1821183,454,Whole Year ,32386,pigeonpeas
23,57,16,21.01142393,69.69141302,5.111488821,185.2039114,30,Whole Year ,217,pigeonpeas
4,57,19,19.25100056,47.70351758,5.374358869,149.063196,20,Whole Year ,25,pigeonpeas
20,57,19,19.24462755,50.54495302,5.671419084,180.6465282,2827,Whole Year ,17509,pigeonpeas
7,57,17,22.47253208,62.56532471,5.667419697,96.74706956,32752,Kharif     ,7893,pigeonpeas
17,57,18,36.75087487,58.25799145,6.07938452,124.6028153,1021,Kharif     ,403,pigeonpeas
35,57,17,29.89286629,66.35375127,6.931924963,198.1403003,1578,Kharif     ,923,pigeonpeas
11,57,22,29.37735586,44.82294584,6.842744374,172.40168,8933,Kharif     ,7041,pigeonpeas
20,57,22,29.65052947,42.89833235,6.876572503,186.9226052,3402,Kharif     ,11288,pigeonpeas
10,57,18,19.54284889,66.34777265,6.151029296,173.1106982,857823,Kharif     ,684543,pigeonpeas
33,57,24,20.04611791,48.93905624,4.567446499,122.4564203,421,Kharif     ,121,pigeonpeas
3,57,18,27.91095209,64.70930606,3.692863601,32.67891866,4300,Kharif     ,5693,mothbeans
22,57,23,27.32220619,51.27868781,4.371745575,36.5037914,3495,Kharif     ,10031,mothbeans
36,57,25,28.66024187,59.3189118,8.399135958,36.92629678,1464,Kharif     ,545,mothbeans
4,57,18,29.02955344,61.09387478,8.840656256,72.98016599,1324,Kharif     ,24824,mothbeans
29,57,16,27.78031515,54.65030015,8.153022903,32.05025323,1605,Kharif     ,172,mothbeans
32,57,22,31.99928579,54.1077461,5.270749441,71.6266696,3166,Kharif     ,5860,mothbeans
14,57,15,27.33580911,55.27755933,8.050304395,73.44775287,24335,Kharif     ,85051,mothbeans
5,57,20,28.92952635,53.57014709,9.679240873,66.35634104,661,Kharif     ,307,mothbeans
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,1131,Kharif     ,691,mothbeans
11,57,24,28.52396666,55.77264351,7.39389918,61.32935611,56819,Kharif     ,34209,mothbeans
40,57,17,31.02215872,45.89239456,6.68727523,53.56783314,76,Kharif     ,37,mothbeans
38,57,25,25.74095321,45.38497051,7.88118645,67.43488235,62,Rabi       ,24,mothbeans
27,57,23,31.70447482,56.85420099,5.875333778,44.94317432,155,Rabi       ,754,mothbeans
24,57,22,24.47876451,58.51663927,8.202706015,34.96933295,42106,Rabi       ,9516,mothbeans
23,57,21,31.46511256,51.79939437,8.985348193,74.44330654,14500,Rabi       ,21736,mothbeans
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,226,Rabi       ,30,mothbeans
31,57,23,30.30260453,47.18283631,7.707595055,68.04039813,11871,Rabi       ,14269,mothbeans
0,57,25,28.17489437,43.6672299,4.524171562,45.78172762,34,Rabi       ,4,mothbeans
7,57,22,25.50634557,44.8302551,9.926212291,74.32635105,3572,Rabi       ,25822,mothbeans
